role_id,role_name,user_id,username,total_events,schedule_bot_events,discord_scheduled_events,manual_interest_events,source_types
1392210704140079360,Breakin',193030106636091393,okamiyoru,1,0,1,0,discord_scheduled
1392210704140079360,Breakin',204740758681550848,larens,1,0,1,0,discord_scheduled
1392210170439930112,Photography,206146702464385024,gabrielvis8,1,1,0,0,schedule_bot
1392210704140079360,Breakin',206146702464385024,gabrielvis8,2,1,1,0,"discord_scheduled,schedule_bot"
1210262400985726976,Community Manager,209711249343119360,mionsa,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,209711249343119360,mionsa,1,1,0,0,schedule_bot
1392210566407524352,YOGA,209711249343119360,mionsa,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,209711249343119360,mionsa,1,1,0,0,schedule_bot
1392210886487445760,Coding,209711249343119360,mionsa,3,3,0,0,schedule_bot
1392210510971277568,Vocal Class,210188515076472833,shinastark,1,0,1,0,discord_scheduled
1163047310889062400,DJ,211750261922725888,basic_bit,30,30,0,0,schedule_bot
1210262400985726976,Community Manager,211750261922725888,basic_bit,18,18,0,0,schedule_bot
1392209391872250112,House Dance,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392209677282185728,Animation Dance,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392210170439929856,Photography,211750261922725888,basic_bit,10,10,0,0,schedule_bot
1392210170439930112,Photography,211750261922725888,basic_bit,11,11,0,0,schedule_bot
1392210291437080576,VIBE,211750261922725888,basic_bit,19,19,0,0,schedule_bot
1392210393224450048,LOFT,211750261922725888,basic_bit,2,2,0,0,schedule_bot
1392210566407524352,YOGA,211750261922725888,basic_bit,27,24,2,1,"discord_scheduled,manual_discord_interest,schedule_bot"
1392210704140079360,Breakin',211750261922725888,basic_bit,23,22,1,0,"discord_scheduled,schedule_bot"
1392210837330067712,Blender/Unity,211750261922725888,basic_bit,28,27,1,0,"discord_scheduled,schedule_bot"
1392210886487445760,Coding,211750261922725888,basic_bit,26,24,1,1,"discord_scheduled,manual_discord_interest,schedule_bot"
1392210986387116032,ASL Class,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,211750261922725888,basic_bit,5,4,0,1,"manual_discord_interest,schedule_bot"
1392211204864344064,Pole Dancing,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392211365455724288,Unknown Role (1392211365455724288),211750261922725888,basic_bit,1,0,0,1,manual_discord_interest
1392211365455724544,Meditation,211750261922725888,basic_bit,12,12,0,0,schedule_bot
1392211714308837632,Podcasts,211750261922725888,basic_bit,1,0,0,1,manual_discord_interest
1392212045323304960,Portal Posse,211750261922725888,basic_bit,5,5,0,0,schedule_bot
1392213286644219904,VR Fundamentals,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,211750261922725888,basic_bit,9,8,0,1,"manual_discord_interest,schedule_bot"
1392213840225112064,Music Production,211750261922725888,basic_bit,5,4,0,1,"manual_discord_interest,schedule_bot"
1392213888522518784,Sociology,211750261922725888,basic_bit,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,215954273920483328,passtheketchup,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,215954273920483328,passtheketchup,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,215954273920483328,passtheketchup,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,217069029620318208,embryonic.synth,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,217069029620318208,embryonic.synth,2,0,1,1,"discord_scheduled,manual_discord_interest"
1392213840225112064,Music Production,217069029620318208,embryonic.synth,1,0,0,1,manual_discord_interest
1163047310889062400,DJ,221475839156420609,wh4tth3huh,1,1,0,0,schedule_bot
1392213840225112064,Music Production,221475839156420609,wh4tth3huh,1,1,0,0,schedule_bot
1392210566407524352,YOGA,225071551148589056,queen_of_hearts,2,0,1,1,"discord_scheduled,manual_discord_interest"
1392210510971277568,Vocal Class,225867532634947584,leisurelypie,1,1,0,0,schedule_bot
1210262400985726976,Community Manager,233815839806193664,foxyfoo,2,2,0,0,schedule_bot
1392210170439929856,Photography,233815839806193664,foxyfoo,1,1,0,0,schedule_bot
1392210291437080576,VIBE,233815839806193664,foxyfoo,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,233815839806193664,foxyfoo,2,2,0,0,schedule_bot
1392210510971277568,Vocal Class,233815839806193664,foxyfoo,3,2,1,0,"discord_scheduled,schedule_bot"
1392210566407524352,YOGA,233815839806193664,foxyfoo,3,0,2,1,"discord_scheduled,manual_discord_interest"
1392210704140079360,Breakin',233815839806193664,foxyfoo,1,0,1,0,discord_scheduled
1392210986387116032,ASL Class,233815839806193664,foxyfoo,1,0,0,1,manual_discord_interest
1392211204864344064,Pole Dancing,233815839806193664,foxyfoo,1,1,0,0,schedule_bot
1392211365455724288,Unknown Role (1392211365455724288),233815839806193664,foxyfoo,1,0,0,1,manual_discord_interest
1392211365455724544,Meditation,233815839806193664,foxyfoo,2,2,0,0,schedule_bot
1392212045323304960,Portal Posse,233815839806193664,foxyfoo,1,1,0,0,schedule_bot
1392213840225112064,Music Production,233815839806193664,foxyfoo,1,0,0,1,manual_discord_interest
1392210704140079360,Breakin',246852491659051010,judgbin,1,0,1,0,discord_scheduled
1392210454822260736,Esoterics,247019280816799744,gregorif,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,247019280816799744,gregorif,8,8,0,0,schedule_bot
1392210837330067712,Blender/Unity,248590944004341761,wiccke,1,1,0,0,schedule_bot
1210262400985726976,Community Manager,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210075950649088,Waltz,249373049214861313,hypophrenia,2,2,0,0,schedule_bot
1392210116924674304,Bachata,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210170439929856,Photography,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210291437080576,VIBE,249373049214861313,hypophrenia,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,249373049214861313,hypophrenia,3,3,0,0,schedule_bot
1392210566407524352,YOGA,249373049214861313,hypophrenia,3,3,0,0,schedule_bot
1392210704140079360,Breakin',249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,249373049214861313,hypophrenia,3,3,0,0,schedule_bot
1392210886487445760,Coding,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,249373049214861313,hypophrenia,2,2,0,0,schedule_bot
1392210986387116288,ASL Class,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,249373049214861313,hypophrenia,4,4,0,0,schedule_bot
1392211365455724544,Meditation,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392213286644219904,VR Fundamentals,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1392213840225112064,Music Production,249373049214861313,hypophrenia,1,1,0,0,schedule_bot
1163047310889062400,DJ,258653139048071178,chimera_ix,5,5,0,0,schedule_bot
1392210510971277568,Vocal Class,258653139048071178,chimera_ix,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,259769406819663873,minz3,2,0,2,0,discord_scheduled
1163047310889062400,DJ,261014673678270464,kitpup,14,14,0,0,schedule_bot
1210262400985726976,Community Manager,261014673678270464,kitpup,3,3,0,0,schedule_bot
1392209677282185728,Animation Dance,261014673678270464,kitpup,1,1,0,0,schedule_bot
1392210075950649088,Waltz,261014673678270464,kitpup,9,9,0,0,schedule_bot
1392210116924674304,Bachata,261014673678270464,kitpup,10,10,0,0,schedule_bot
1392210291437080576,VIBE,261014673678270464,kitpup,9,9,0,0,schedule_bot
1392210393224450048,LOFT,261014673678270464,kitpup,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,261014673678270464,kitpup,8,7,0,1,"manual_discord_interest,schedule_bot"
1392210510971277568,Vocal Class,261014673678270464,kitpup,13,13,0,0,schedule_bot
1392210837330067712,Blender/Unity,261014673678270464,kitpup,8,8,0,0,schedule_bot
1392210986387116032,ASL Class,261014673678270464,kitpup,10,10,0,0,schedule_bot
1392210986387116288,ASL Class,261014673678270464,kitpup,4,4,0,0,schedule_bot
1392211149595869184,GOGO Dance,261014673678270464,kitpup,7,7,0,0,schedule_bot
1392211204864344064,Pole Dancing,261014673678270464,kitpup,2,2,0,0,schedule_bot
1392211365455724544,Meditation,261014673678270464,kitpup,1,1,0,0,schedule_bot
1392212045323304960,Portal Posse,261014673678270464,kitpup,3,3,0,0,schedule_bot
1392213330457923584,Beyond Dance,261014673678270464,kitpup,2,2,0,0,schedule_bot
1392213840225112064,Music Production,261014673678270464,kitpup,6,6,0,0,schedule_bot
1392210566407524352,YOGA,261953445198561303,rubixcreates,1,0,1,0,discord_scheduled
1163047310889062400,DJ,264292721542430720,mrmaximus97,2,2,0,0,schedule_bot
1210262400985726976,Community Manager,264292721542430720,mrmaximus97,7,7,0,0,schedule_bot
1392210291437080576,VIBE,264292721542430720,mrmaximus97,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,264292721542430720,mrmaximus97,8,8,0,0,schedule_bot
1392210510971277568,Vocal Class,264292721542430720,mrmaximus97,8,7,1,0,"discord_scheduled,schedule_bot"
1392210566407524352,YOGA,264292721542430720,mrmaximus97,9,7,1,1,"discord_scheduled,manual_discord_interest,schedule_bot"
1392210655318114304,Wotagei,264292721542430720,mrmaximus97,2,2,0,0,schedule_bot
1392210886487445760,Coding,264292721542430720,mrmaximus97,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,264292721542430720,mrmaximus97,3,3,0,0,schedule_bot
1392211149595869184,GOGO Dance,264292721542430720,mrmaximus97,1,1,0,0,schedule_bot
1392211204864344064,Pole Dancing,264292721542430720,mrmaximus97,2,2,0,0,schedule_bot
1392211365455724544,Meditation,264292721542430720,mrmaximus97,6,6,0,0,schedule_bot
1392213330457923584,Beyond Dance,264292721542430720,mrmaximus97,1,1,0,0,schedule_bot
1392213840225112064,Music Production,264292721542430720,mrmaximus97,1,1,0,0,schedule_bot
1392209391872250112,House Dance,278217168489807873,neon.lia,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,282757724771713025,lotus7084,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,282757724771713025,lotus7084,1,0,1,0,discord_scheduled
1163047310889062400,DJ,283102779772502016,blackbelt33,2,2,0,0,schedule_bot
1392210291437080576,VIBE,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392210704140079360,Breakin',283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392210886487445760,Coding,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392210986387116288,ASL Class,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392211365455724288,Unknown Role (1392211365455724288),283102779772502016,blackbelt33,1,0,0,1,manual_discord_interest
1392212045323304960,Portal Posse,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392213840225112064,Music Production,283102779772502016,blackbelt33,1,1,0,0,schedule_bot
1392210704140079360,Breakin',299329673400156171,potato_kj,1,0,1,0,discord_scheduled
1392210075950649088,Waltz,299843010386984981,foxoneo,7,7,0,0,schedule_bot
1392210116924674304,Bachata,299843010386984981,foxoneo,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,305408899878486016,speckledjim.,1,1,0,0,schedule_bot
1392210704140079360,Breakin',319180375790321666,mr_pandaplaz,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,323181271104618498,ardescar,1,0,1,0,discord_scheduled
1392210704140079360,Breakin',325830164086915072,iimazikeen,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,333773755648311296,jettybandit,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,333773755648311296,jettybandit,2,0,1,1,"discord_scheduled,manual_discord_interest"
1392210704140079360,Breakin',333773755648311296,jettybandit,1,0,1,0,discord_scheduled
1392211365455724288,Unknown Role (1392211365455724288),333773755648311296,jettybandit,1,0,0,1,manual_discord_interest
1392210704140079360,Breakin',333958698877845504,hamocorp,2,2,0,0,schedule_bot
1210262400985726976,Community Manager,340304794445021186,mismos,1,1,0,0,schedule_bot
1392210704140079360,Breakin',340304794445021186,mismos,3,2,1,0,"discord_scheduled,schedule_bot"
1392210510971277568,Vocal Class,348095816881274881,funpredictable,1,0,1,0,discord_scheduled
1392213888522518784,Sociology,349224593573281792,goldsberrie,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,349439519013076992,chrisvenusangel,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,349439519013076992,chrisvenusangel,3,0,2,1,"discord_scheduled,manual_discord_interest"
1392211365455724288,Unknown Role (1392211365455724288),349439519013076992,chrisvenusangel,1,0,0,1,manual_discord_interest
1163047310889062400,DJ,351360773949358081,calixlix,1,1,0,0,schedule_bot
1392210116924674304,Bachata,359819140263051265,.moonstress,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,359819140263051265,.moonstress,2,1,1,0,"discord_scheduled,schedule_bot"
1392210566407524352,YOGA,359819140263051265,.moonstress,3,1,2,0,"discord_scheduled,schedule_bot"
1392210986387116288,ASL Class,359819140263051265,.moonstress,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,359819140263051265,.moonstress,1,1,0,0,schedule_bot
1163047310889062400,DJ,375127938288582659,dexi__,11,11,0,0,schedule_bot
1392210566407524352,YOGA,383123978631249920,.rivlia,3,3,0,0,schedule_bot
1392210704140079360,Breakin',384149389809025024,defiant5,1,0,1,0,discord_scheduled
1392213840225112064,Music Production,384149389809025024,defiant5,1,0,0,1,manual_discord_interest
1392210837330067712,Blender/Unity,385523000549703682,skye7734,3,3,0,0,schedule_bot
1163047310889062400,DJ,387399668008484864,smallfry3694,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,387399668008484864,smallfry3694,1,0,1,0,discord_scheduled
1392210886487445760,Coding,387399668008484864,smallfry3694,3,1,1,1,"discord_scheduled,manual_discord_interest,schedule_bot"
1392210986387116032,ASL Class,387399668008484864,smallfry3694,2,0,0,2,manual_discord_interest
1392213840225112064,Music Production,387399668008484864,smallfry3694,1,1,0,0,schedule_bot
1210262400985726976,Community Manager,388864412624093214,trippyhelix,1,1,0,0,schedule_bot
1392210393224450048,LOFT,388864412624093214,trippyhelix,1,1,0,0,schedule_bot
1392210454822260736,Esoterics,388864412624093214,trippyhelix,1,1,0,0,schedule_bot
1392210704140079360,Breakin',407788360728313866,novahyphen,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,410270160406970369,nekoyori,1,0,1,0,discord_scheduled
1392210655318114304,Wotagei,410270160406970369,nekoyori,1,1,0,0,schedule_bot
1392210704140079360,Breakin',410270160406970369,nekoyori,1,0,1,0,discord_scheduled
1392210837330067712,Blender/Unity,410270160406970369,nekoyori,1,1,0,0,schedule_bot
1392210704140079360,Breakin',416698777089343488,crumblyneptune,2,2,0,0,schedule_bot
1392210655318114304,Wotagei,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,425230683166998529,eshton.,1,1,0,0,schedule_bot
1392210566407524352,YOGA,426911207954448395,akagitsune10,1,0,1,0,discord_scheduled
1210262400985726976,Community Manager,428436921761398784,theblindprophet,2,2,0,0,schedule_bot
1392210454822260736,Esoterics,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392210510971277568,Vocal Class,428436921761398784,theblindprophet,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,428436921761398784,theblindprophet,2,0,2,0,discord_scheduled
1392210704140079360,Breakin',428436921761398784,theblindprophet,1,0,1,0,discord_scheduled
1392210886487445760,Coding,428436921761398784,theblindprophet,2,0,1,1,"discord_scheduled,manual_discord_interest"
1392210986387116032,ASL Class,428436921761398784,theblindprophet,3,1,0,2,"manual_discord_interest,schedule_bot"
1392211204864344064,Pole Dancing,428436921761398784,theblindprophet,2,2,0,0,schedule_bot
1392211365455724544,Meditation,428436921761398784,theblindprophet,3,3,0,0,schedule_bot
1392213330457923584,Beyond Dance,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392213840225112064,Music Production,428436921761398784,theblindprophet,1,0,0,1,manual_discord_interest
1392209677282185728,Animation Dance,429231435631689728,miscellaneousbowl,1,1,0,0,schedule_bot
1392210075950649088,Waltz,429231435631689728,miscellaneousbowl,4,4,0,0,schedule_bot
1392210116924674304,Bachata,429231435631689728,miscellaneousbowl,7,7,0,0,schedule_bot
1392210704140079360,Breakin',429231435631689728,miscellaneousbowl,1,0,1,0,discord_scheduled
1392210986387116032,ASL Class,429231435631689728,miscellaneousbowl,1,0,0,1,manual_discord_interest
1392211365455724288,Unknown Role (1392211365455724288),429231435631689728,miscellaneousbowl,1,0,0,1,manual_discord_interest
1392210510971277568,Vocal Class,434252213158936576,arrowls,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,434252213158936576,arrowls,1,1,0,0,schedule_bot
1392210170439930112,Photography,439112134362923014,nyevius,1,1,0,0,schedule_bot
1392210566407524352,YOGA,456673820716302360,itsblush,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,464113589385429060,claw504,2,0,2,0,discord_scheduled
1392210566407524352,YOGA,464591110245974016,dj_clout,1,0,1,0,discord_scheduled
1392210704140079360,Breakin',464591110245974016,dj_clout,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,475072265403236363,auserene,1,1,0,0,schedule_bot
1392210986387116032,ASL Class,475072265403236363,auserene,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,475072265403236363,auserene,1,1,0,0,schedule_bot
1392211365455724544,Meditation,475072265403236363,auserene,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,479531688880373760,zararosev,1,1,0,0,schedule_bot
1163047310889062400,DJ,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210075950649088,Waltz,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210291437080576,VIBE,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,481277433291603977,mercuryingemini,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392211204864344064,Pole Dancing,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392211365455724544,Meditation,481277433291603977,mercuryingemini,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,488866790039093249,ultrashark,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,488866790039093249,ultrashark,1,0,1,0,discord_scheduled
1392210566407524352,YOGA,493020246580658177,moondoodle,1,0,1,0,discord_scheduled
1392210510971277568,Vocal Class,503982209783431171,ailamaster,1,1,0,0,schedule_bot
1163047310889062400,DJ,510003485417275393,sillybit666,7,7,0,0,schedule_bot
1392210655318114304,Wotagei,510003485417275393,sillybit666,1,1,0,0,schedule_bot
1392210837330067712,Blender/Unity,510003485417275393,sillybit666,2,2,0,0,schedule_bot
1392210886487445760,Coding,510003485417275393,sillybit666,1,1,0,0,schedule_bot
1392210566407524352,YOGA,521111253473558529,loveuniversal7,1,0,1,0,discord_scheduled
1392211149595869184,GOGO Dance,525436840774336542,gaster04,2,2,0,0,schedule_bot
1392210704140079360,Breakin',526694934212771840,deliciousdeli,1,0,1,0,discord_scheduled
1392210510971277568,Vocal Class,527207876113072159,frumpyobject,2,2,0,0,schedule_bot
1392210075950649088,Waltz,561561733915869194,zaccke,3,3,0,0,schedule_bot
1392210566407524352,YOGA,561561733915869194,zaccke,2,0,2,0,discord_scheduled
1392210075950649088,Waltz,581885320576892938,misluni,13,13,0,0,schedule_bot
1392210116924674304,Bachata,581885320576892938,misluni,13,13,0,0,schedule_bot
1392211365455724544,Meditation,586888685794885632,raid1487,1,1,0,0,schedule_bot
1392211149595869184,GOGO Dance,607474015694487553,mukechiltmal,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,609402662638715033,unicornamazing,1,0,1,0,discord_scheduled
1392210116924674304,Bachata,618060042695868444,midori52,1,1,0,0,schedule_bot
1392213330457923584,Beyond Dance,618060042695868444,midori52,1,1,0,0,schedule_bot
1392210510971277568,Vocal Class,622302876647030795,grin.n.bareit,1,0,1,0,discord_scheduled
1392210986387116032,ASL Class,627588473729056769,.love.,1,1,0,0,schedule_bot
1392210075950649088,Waltz,633012337519099914,taglog7,2,2,0,0,schedule_bot
1392210116924674304,Bachata,633012337519099914,taglog7,2,2,0,0,schedule_bot
1392210291437080576,VIBE,633012337519099914,taglog7,1,1,0,0,schedule_bot
