role_id,role_name,user_id,username,event_count,first_event,last_event,source_types
1163047310889062400,DJ,261014673678270464,kitpup,14,2025-01-28 07:00:00,2025-05-10 21:00:00,schedule_bot
1163047310889062400,DJ,375127938288582659,dexi__,11,2025-02-22 22:00:00,2025-05-24 21:00:00,schedule_bot
1163047310889062400,DJ,764697065351544863,wickedproxy,9,2025-01-28 07:00:00,2025-07-26 00:00:00,schedule_bot
1163047310889062400,DJ,510003485417275393,livtheunknown,7,2025-02-18 01:00:00,2025-03-15 21:00:00,schedule_bot
1163047310889062400,DJ,258653139048071178,chimera_ix,5,2025-01-28 07:00:00,2025-07-05 21:00:00,schedule_bot
1163047310889062400,DJ,1063573805160747068,.dayhawk,3,2025-02-01 22:00:00,2025-02-08 22:00:00,schedule_bot
1163047310889062400,DJ,105427667146293248,basic_bit,2,2025-01-28 07:00:00,2025-07-26 00:00:00,schedule_bot
1163047310889062400,DJ,264292721542430720,mrmaximus97,2,2025-06-03 00:00:00,2025-07-12 21:00:00,schedule_bot
1163047310889062400,DJ,283102779772502016,blackbelt33,2,2025-01-28 07:00:00,2025-02-01 22:00:00,schedule_bot
1163047310889062400,DJ,240448715159109632,basic_bit,1,2025-07-05 21:00:00,2025-07-05 21:00:00,schedule_bot
1163047310889062400,DJ,351360773949358081,mrmaximus97,1,2025-06-03 00:00:00,2025-06-03 00:00:00,schedule_bot
1163047310889062400,DJ,166322439351959552,ashmoney69,1,2025-04-19 21:00:00,2025-04-19 21:00:00,schedule_bot
1163047310889062400,DJ,82611987091034112,airbee_,1,2025-03-29 21:00:00,2025-03-29 21:00:00,schedule_bot
1163047310889062400,DJ,180340126944067585,basic_bit,1,2025-03-29 21:00:00,2025-03-29 21:00:00,schedule_bot
1163047310889062400,DJ,221475839156420609,ironstrom_ackure,1,2025-03-29 21:00:00,2025-03-29 21:00:00,schedule_bot
1163047310889062400,DJ,481277433291603977,wh4tth3huh,1,2025-03-29 21:00:00,2025-03-29 21:00:00,schedule_bot
1163047310889062400,DJ,760185793128955925,sillybit666,1,2025-03-15 21:00:00,2025-03-15 21:00:00,schedule_bot
1163047310889062400,DJ,163910917870845962,dreivan,1,2025-02-25 01:00:00,2025-02-25 01:00:00,schedule_bot
1163047310889062400,DJ,387399668008484864,sillybit666,1,2025-02-22 22:00:00,2025-02-22 22:00:00,schedule_bot
1163047310889062400,DJ,1245196799795527720,wickedproxy,1,2025-02-18 01:00:00,2025-02-18 01:00:00,schedule_bot
1163047310889062400,DJ,233643508416774145,kitpup,1,2025-02-15 22:00:00,2025-02-15 22:00:00,schedule_bot
1163047310889062400,DJ,497284326526812160,nessiethagemini,1,2025-01-28 07:00:00,2025-01-28 07:00:00,schedule_bot
1163047310889062400,DJ,832769069764575322,wickedproxy,1,2025-01-28 07:00:00,2025-01-28 07:00:00,schedule_bot
1392210454822260736,Esoterics,264292721542430720,mrmaximus97,8,2025-06-01 21:00:00,2025-07-27 21:00:00,schedule_bot
1392210454822260736,Esoterics,261014673678270464,kitpup,8,2025-03-09 20:00:00,manual_collection,"manual_discord_interest,schedule_bot"
1392210454822260736,Esoterics,821214940719218720,mrwattsvr,2,2025-04-13 21:00:00,2025-06-15 21:00:00,schedule_bot
1392210454822260736,Esoterics,233815839806193664,foxyfoo,2,2025-06-01 21:00:00,2025-06-08 21:00:00,schedule_bot
1392210454822260736,Esoterics,101499886884651008,hypophrenia,1,2025-06-22 21:00:00,2025-06-22 21:00:00,schedule_bot
1392210454822260736,Esoterics,249373049214861313,mrmaximus97,1,2025-06-22 21:00:00,2025-06-22 21:00:00,schedule_bot
1392210454822260736,Esoterics,718150787670212759,skulteran,1,2025-05-04 21:00:00,2025-05-04 21:00:00,schedule_bot
1392210454822260736,Esoterics,305408899878486016,speckledjim.,1,2025-04-27 21:00:00,2025-04-27 21:00:00,schedule_bot
1392210454822260736,Esoterics,388864412624093214,trippyhelix,1,2025-04-27 21:00:00,2025-04-27 21:00:00,schedule_bot
1392210454822260736,Esoterics,1288959786154590363,willgold37,1,2025-04-06 21:00:00,2025-04-06 21:00:00,schedule_bot
1392210454822260736,Esoterics,1350531000308072630,manduvel,1,2025-03-30 21:00:00,2025-03-30 21:00:00,schedule_bot
1392210454822260736,Esoterics,247019280816799744,camu292,1,2025-03-23 21:00:00,2025-03-23 21:00:00,schedule_bot
1392210454822260736,Esoterics,1081523617021579294,kitpup,1,2025-03-23 21:00:00,2025-03-23 21:00:00,schedule_bot
1392210454822260736,Esoterics,633012337519099914,livtheunknown,1,2025-03-16 21:00:00,2025-03-16 21:00:00,schedule_bot
1392210454822260736,Esoterics,760185793128955925,taglog7,1,2025-03-16 21:00:00,2025-03-16 21:00:00,schedule_bot
1392210454822260736,Esoterics,215954273920483328,kitpup,1,2025-03-09 20:00:00,2025-03-09 20:00:00,schedule_bot
1392210454822260736,Esoterics,1330558572584632320,BluBerry,1,manual_collection,manual_collection,manual_discord_interest
1392210454822260736,Esoterics,711612876745342976,FireBee (aka Grey),1,manual_collection,manual_collection,manual_discord_interest
1392210454822260736,Esoterics,760185793128955904,Liv A Black Lung Creechur,1,manual_collection,manual_collection,manual_discord_interest
